,afc,,,,,
5692,633,,,,,
5693,600,,,,,
5694,600,,,,,
5695,765,,,,,
5696,675,,,,,
5697,660,,,,,
5698,732,,,,,
5699,645,,,,,
5700,762,,,,,
5701,615,,,,,
5702,660,,,,,
5703,600,,,,,
5704,765,,,,,
5705,609,,,,,
5706,660,,,,,
5707,795,,,,,
5708,636,,,,,
5709,609,,,,,
5710,675,,,,,
5711,822,,,,,
5712,786,,,,,
5713,759,,,,,
5714,642,,,,,
5715,645,,,,,
5716,732,,,,,
5717,702,,,,,
5718,612,,,,,
5719,639,,,,,
5720,765,,,,,
5721,642,,,,,
5722,633,,,,,
5723,636,,,,,
5724,699,,,,,
5725,702,,,,,
5726,675,,,,,
5727,723,,,,,
5728,675,,,,,
5729,600,,,,,
5730,636,,,,,
5731,690,,,,,
5732,609,,,,,
5733,750,,,,,
5734,765,,,,,
5735,600,,,,,
5736,705,,,,,
5737,603,,,,,
5738,675,,,,,
5739,645,,,,,
5740,645,,,,,
5741,843,,,,,
5742,669,,,,,
5743,732,,,,,
5744,750,,,,,
5745,609,,,,,
5746,603,,,,,
5747,702,,,,,
5748,660,,,,,
5749,609,,,,,
5750,639,,,,,
5751,660,,,,,
5752,639,,,,,
5753,603,,,,,
5754,702,,,,,
5755,663,,,,,
5756,720,,,,,
5757,732,,,,,
5758,675,,,,,
5759,669,,,,,
5760,645,,,,,
5761,723,,,,,
5762,663,,,,,
5763,732,,,,,
5764,765,,,,,
5765,729,,,,,
5766,675,,,,,
5767,609,,,,,
5768,735,,,,,
5769,756,,,,,
5770,669,,,,,
5771,666,,,,,
5772,789,,,,,
5773,690,,,,,
5774,630,,,,,
5775,792,,,,,
5776,732,,,,,
5777,720,,,,,
5778,693,,,,,
5779,612,,,,,
5780,660,,,,,
5781,693,,,,,
5782,843,,,,,
5783,600,,,,,
5784,705,,,,,
5785,672,,,,,
5786,600,,,,,
5787,795,,,,,
5788,693,,,,,
5789,693,,,,,
5790,702,,,,,
5791,660,,,,,
5792,630,,,,,
5793,693,,,,,
5794,705,,,,,
5795,690,,,,,
5796,723,,,,,
5797,705,,,,,
5798,693,,,,,
5799,639,,,,,
5800,636,,,,,
5801,630,,,,,
5802,630,,,,,
5803,663,,,,,
5804,609,,,,,
5805,603,,,,,
5806,729,,,,,
5807,663,,,,,
5808,732,,,,,
5809,660,,,,,
5810,732,,,,,
5811,606,,,,,
5812,603,,,,,
5813,702,,,,,
5814,633,,,,,
5815,633,,,,,
5816,765,,,,,
5817,693,,,,,
5818,639,,,,,
5819,720,,,,,
5820,735,,,,,
5821,699,,,,,
5822,612,,,,,
5823,606,,,,,
5824,633,,,,,
5825,765,,,,,
5826,735,,,,,
5827,603,,,,,
5828,609,,,,,
5829,669,,,,,
5830,810,,,,,
5831,645,,,,,
5832,732,,,,,
5833,642,,,,,
5834,735,,,,,
5835,795,,,,,
5836,705,,,,,
5837,735,,,,,
5838,675,,,,,
5839,852,,,,,
5840,819,,,,,
5841,723,,,,,
5842,639,,,,,
5843,669,,,,,
5844,603,,,,,
5845,603,,,,,
5846,702,,,,,
5847,690,,,,,
5848,732,,,,,
5849,699,,,,,
5850,702,,,,,
5851,603,,,,,
5852,762,,,,,
5853,729,,,,,
5854,840,,,,,
5855,765,,,,,
5856,735,,,,,
5857,615,,,,,
5858,792,,,,,
5859,702,,,,,
5860,705,,,,,
5861,669,,,,,
5862,606,,,,,
5863,789,,,,,
5864,732,,,,,
5865,723,,,,,
5866,735,,,,,
5867,663,,,,,
5868,600,,,,,
5869,675,,,,,
5870,735,,,,,
5871,699,,,,,
5872,612,,,,,
5873,666,,,,,
5874,696,,,,,
5875,855,,,,,
5876,822,,,,,
5877,702,,,,,
5878,663,,,,,
5879,600,,,,,
5880,705,,,,,
5881,690,,,,,
5882,633,,,,,
5883,633,,,,,
5884,645,,,,,
5885,750,,,,,
5886,750,,,,,
5887,675,,,,,
5888,645,,,,,
5889,765,,,,,
5890,702,,,,,
5891,660,,,,,
5892,600,,,,,
5893,603,,,,,
5894,765,,,,,
5895,630,,,,,
5896,720,,,,,
5897,702,,,,,
5898,675,,,,,
5899,675,,,,,
5900,630,,,,,
5901,609,,,,,
5902,633,,,,,
5903,609,,,,,
5904,705,,,,,
5905,822,,,,,
5906,642,,,,,
5907,720,,,,,
5908,699,,,,,
5909,675,,,,,
5910,750,,,,,
5911,759,,,,,
5912,762,,,,,
5913,696,,,,,
5914,669,,,,,
5915,630,,,,,
5916,753,,,,,
5917,603,,,,,
5918,663,,,,,
5919,663,,,,,
5920,765,,,,,
5921,732,,,,,
5922,669,,,,,
5923,762,,,,,
5924,729,,,,,
5925,726,,,,,
5926,660,,,,,
5927,666,,,,,
5928,636,,,,,
5929,666,,,,,
5930,765,,,,,
5931,609,,,,,
5932,675,,,,,
5933,765,,,,,
5934,675,,,,,
5935,720,,,,,
5936,753,,,,,
5937,825,,,,,
5938,615,,,,,
5939,642,,,,,
5940,645,,,,,
5941,675,,,,,
5942,690,,,,,
5943,759,,,,,
5944,600,,,,,
5945,609,,,,,
5946,612,,,,,
5947,732,,,,,
5948,705,,,,,
5949,732,,,,,
5950,783,,,,,
5951,609,,,,,
5952,705,,,,,
5953,735,,,,,
5954,792,,,,,
5955,705,,,,,
5956,705,,,,,
5957,672,,,,,
5958,813,,,,,
5959,612,,,,,
5960,612,,,,,
5961,600,,,,,
5962,693,,,,,
5963,720,,,,,
5964,690,,,,,
5965,609,,,,,
5966,702,,,,,
5967,765,,,,,
5968,690,,,,,
5969,603,,,,,
5970,663,,,,,
5971,669,,,,,
5972,600,,,,,
5973,636,,,,,
5974,672,,,,,
5975,729,,,,,
5976,600,,,,,
5977,675,,,,,
5978,645,,,,,
5979,705,,,,,
5980,603,,,,,
5981,639,,,,,
5982,732,,,,,
5983,825,,,,,
5984,702,,,,,
5985,603,,,,,
5986,705,,,,,
5987,690,,,,,
5988,699,,,,,
5989,600,,,,,
5990,633,,,,,
5991,756,,,,,
5992,702,,,,,
5993,660,,,,,
5994,645,,,,,
5995,762,,,,,
5996,630,,,,,
5997,645,,,,,
5998,759,,,,,
5999,825,,,,,
6000,690,,,,,
6001,702,,,,,
6002,615,,,,,
6003,642,,,,,
6004,735,,,,,
6005,633,,,,,
6006,633,,,,,
6007,663,,,,,
6008,645,,,,,
6009,672,,,,,
6010,732,,,,,
6011,726,,,,,
6012,645,,,,,
6013,735,,,,,
6014,666,,,,,
6015,630,,,,,
6016,762,,,,,
6017,735,,,,,
6018,639,,,,,
6019,660,,,,,
6020,645,,,,,
6021,606,,,,,
6022,789,,,,,
6023,756,,,,,
6024,639,,,,,
6025,696,,,,,
6026,852,,,,,
6027,600,,,,,
6028,765,,,,,
6029,750,,,,,
6030,705,,,,,
6031,672,,,,,
6032,693,,,,,
6033,699,,,,,
6034,612,,,,,
6035,699,,,,,
6036,786,,,,,
6037,636,,,,,
6038,720,,,,,
6039,606,,,,,
6040,612,,,,,
6041,720,,,,,
6042,705,,,,,
6043,675,,,,,
6044,813,,,,,
6045,735,,,,,
6046,603,,,,,
6047,663,,,,,
6048,813,,,,,
6049,702,,,,,
6050,705,,,,,
6051,672,,,,,
6052,603,,,,,
6053,645,,,,,
6054,810,,,,,
6055,735,,,,,
6056,795,,,,,
6057,600,,,,,
6058,609,,,,,
6059,789,,,,,
6060,816,,,,,
6061,606,,,,,
6062,675,,,,,
6063,732,,,,,
6064,690,,,,,
6065,675,,,,,
6066,720,,,,,
6067,639,,,,,
6068,636,,,,,
6069,615,,,,,
6070,675,,,,,
6071,633,,,,,
6072,642,,,,,
6073,603,,,,,
6074,600,,,,,
6075,705,,,,,
6076,642,,,,,
6077,639,,,,,
6078,690,,,,,
6079,765,,,,,
6080,675,,,,,
6081,723,,,,,
6082,735,,,,,
6083,705,,,,,
6084,642,,,,,
6085,609,,,,,
6086,816,,,,,
6087,675,,,,,
6088,765,,,,,
6089,765,,,,,
6090,753,,,,,
6091,729,,,,,
6092,780,,,,,
6093,672,,,,,
6094,732,,,,,
6095,705,,,,,
6096,600,,,,,
6097,639,,,,,
6098,600,,,,,
6099,663,,,,,
6100,756,,,,,
6101,669,,,,,
6102,630,,,,,
6103,720,,,,,
6104,690,,,,,
6105,720,,,,,
6106,663,,,,,
6107,699,,,,,
6108,669,,,,,
6109,675,,,,,
6110,819,,,,,
6111,660,,,,,
6112,672,,,,,
6113,633,,,,,
6114,630,,,,,
6115,675,,,,,
6116,732,,,,,
6117,636,,,,,
6118,663,,,,,
6119,732,,,,,
6120,765,,,,,
6121,693,,,,,
6122,795,,,,,
6123,633,,,,,
6124,639,,,,,
6125,642,,,,,
6126,615,,,,,
6127,675,,,,,
6128,663,,,,,
6129,630,,,,,
6130,765,,,,,
6131,846,,,,,
6132,732,,,,,
6133,630,,,,,
6134,606,,,,,
6135,615,,,,,
6136,612,,,,,
6137,702,,,,,
6138,609,,,,,
6139,606,,,,,
6140,702,,,,,
6141,702,,,,,
6142,675,,,,,
6143,720,,,,,
6144,642,,,,,
6145,615,,,,,
6146,630,,,,,
6147,720,,,,,
6148,720,,,,,
6149,762,,,,,
6150,705,,,,,
6151,642,,,,,
6152,729,,,,,
6153,660,,,,,
6154,723,,,,,
6155,669,,,,,
6156,633,,,,,
6157,660,,,,,
6158,630,,,,,
6159,645,,,,,
6160,765,,,,,
6161,636,,,,,
6162,735,,,,,
6163,765,,,,,
6164,612,,,,,
6165,615,,,,,
6166,675,,,,,
6167,729,,,,,
6168,795,,,,,
6169,609,,,,,
6170,795,,,,,
6171,633,,,,,
6172,732,,,,,
6173,690,,,,,
6174,753,,,,,
6175,702,,,,,
6176,669,,,,,
6177,792,,,,,
6178,675,,,,,
6179,705,,,,,
6180,672,,,,,
6181,675,,,,,
6182,645,,,,,
6183,789,,,,,
6184,675,,,,,
6185,636,,,,,
6186,636,,,,,
6187,702,,,,,
6188,813,,,,,
6189,639,,,,,
6190,795,,,,,
6191,735,,,,,
6192,630,,,,,
6193,762,,,,,
6194,732,,,,,
6195,639,,,,,
6196,672,,,,,
6197,606,,,,,
6198,660,,,,,
6199,735,,,,,
6200,663,,,,,
6201,669,,,,,
6202,666,,,,,
6203,600,,,,,
6204,603,,,,,
6205,759,,,,,
6206,636,,,,,
6207,612,,,,,
6208,675,,,,,
6209,699,,,,,
6210,750,,,,,
6211,600,,,,,
6212,735,,,,,
6213,765,,,,,
6214,645,,,,,
6215,606,,,,,
6216,663,,,,,
6217,699,,,,,
6218,645,,,,,
6219,720,,,,,
6220,633,,,,,
6221,735,,,,,
6222,762,,,,,
6223,603,,,,,
6224,639,,,,,
6225,630,,,,,
6226,705,,,,,
6227,702,,,,,
6228,702,,,,,
6229,660,,,,,
6230,645,,,,,
6231,702,,,,,
6232,720,,,,,
6233,675,,,,,
6234,750,,,,,
6235,720,,,,,
6236,636,,,,,
6237,705,,,,,
6238,702,,,,,
6239,702,,,,,
6240,603,,,,,
6241,723,,,,,
6242,753,,,,,
6243,669,,,,,
6244,783,,,,,
6245,603,,,,,
6246,633,,,,,
6247,636,,,,,
6248,660,,,,,
6249,735,,,,,
6250,735,,,,,
6251,690,,,,,
6252,669,,,,,
6253,642,,,,,
6254,600,,,,,
6255,696,,,,,
6256,735,,,,,
6257,612,,,,,
6258,783,,,,,
6259,609,,,,,
6260,603,,,,,
6261,780,,,,,
6262,642,,,,,
6263,660,,,,,
6264,690,,,,,
6265,690,,,,,
6266,609,,,,,
6267,705,,,,,
6268,705,,,,,
6269,633,,,,,
6270,702,,,,,
6271,735,,,,,
6272,750,,,,,
6273,675,,,,,
6274,666,,,,,
6275,765,,,,,
6276,660,,,,,
6277,750,,,,,
6278,612,,,,,
6279,732,,,,,
6280,735,,,,,
6281,735,,,,,
6282,699,,,,,
6283,699,,,,,
6284,795,,,,,
6285,660,,,,,
6286,603,,,,,
6287,663,,,,,
6288,759,,,,,
6289,795,,,,,
6290,642,,,,,
6291,603,,,,,
6292,795,,,,,
6293,609,,,,,
6294,615,,,,,
6295,660,,,,,
6296,720,,,,,
6297,609,,,,,
6298,723,,,,,
6299,696,,,,,
6300,852,,,,,
6301,855,,,,,
6302,672,,,,,
6303,666,,,,,
6304,666,,,,,
6305,705,,,,,
6306,672,,,,,
6307,690,,,,,
6308,753,,,,,
6309,609,,,,,
6310,840,,,,,
6311,612,,,,,
6312,690,,,,,
6313,816,,,,,
6314,642,,,,,
6315,759,,,,,
6316,612,,,,,
6317,609,,,,,
6318,720,,,,,
6319,735,,,,,
6320,633,,,,,
6321,669,,,,,
6322,759,,,,,
6323,600,,,,,
6324,633,,,,,
6325,675,,,,,
6326,699,,,,,
6327,675,,,,,
6328,600,,,,,
6329,792,,,,,
6330,756,,,,,
6331,600,,,,,
6332,660,,,,,
6333,735,,,,,
6334,630,,,,,
6335,720,,,,,
6336,783,,,,,
6337,600,,,,,
6338,645,,,,,
6339,765,,,,,
6340,642,,,,,
6341,753,,,,,
6342,630,,,,,
6343,600,,,,,
6344,705,,,,,
6345,702,,,,,
6346,825,,,,,
6347,705,,,,,
6348,642,,,,,
6349,603,,,,,
6350,732,,,,,
6351,705,,,,,
6352,675,,,,,
6353,603,,,,,
6354,786,,,,,
6355,702,,,,,
6356,705,,,,,
6357,603,,,,,
6358,630,,,,,
6359,660,,,,,
6360,729,,,,,
6361,690,,,,,
6362,675,,,,,
6363,855,,,,,
6364,609,,,,,
6365,789,,,,,
6366,612,,,,,
6367,609,,,,,
6368,672,,,,,
6369,660,,,,,
6370,615,,,,,
6371,720,,,,,
6372,735,,,,,
6373,702,,,,,
6374,630,,,,,
6375,630,,,,,
6376,663,,,,,
6377,693,,,,,
6378,663,,,,,
6379,642,,,,,
6380,735,,,,,
6381,702,,,,,
6382,630,,,,,
6383,720,,,,,
6384,705,,,,,
6385,702,,,,,
6386,660,,,,,
6387,600,,,,,
6388,735,,,,,
6389,612,,,,,
6390,753,,,,,
6391,756,,,,,
6392,639,,,,,
6393,603,,,,,
6394,603,,,,,
6395,675,,,,,
6396,729,,,,,
6397,675,,,,,
6398,669,,,,,
6399,609,,,,,
6400,660,,,,,
6401,702,,,,,
6402,762,,,,,
6403,696,,,,,
6404,669,,,,,
6405,813,,,,,
6406,645,,,,,
6407,675,,,,,
6408,606,,,,,
6409,813,,,,,
6410,636,,,,,
6411,603,,,,,
6412,600,,,,,
6413,765,,,,,
6414,606,,,,,
6415,822,,,,,
6416,705,,,,,
6417,720,,,,,
6418,645,,,,,
6419,765,,,,,
6420,675,,,,,
6421,672,,,,,
6422,696,,,,,
6423,753,,,,,
6424,732,,,,,
6425,615,,,,,
6426,723,,,,,
6427,672,,,,,
6428,702,,,,,
6429,639,,,,,
6430,702,,,,,
6431,675,,,,,
6432,639,,,,,
6433,705,,,,,
6434,816,,,,,
6435,615,,,,,
6436,765,,,,,
6437,702,,,,,
6438,732,,,,,
6439,762,,,,,
6440,765,,,,,
6441,609,,,,,
6442,705,,,,,
6443,819,,,,,
6444,762,,,,,
6445,780,,,,,
6446,675,,,,,
6447,633,,,,,
6448,753,,,,,
6449,690,,,,,
6450,729,,,,,
6451,645,,,,,
6452,693,,,,,
6453,615,,,,,
6454,609,,,,,
6455,705,,,,,
6456,675,,,,,
6457,675,,,,,
6458,702,,,,,
6459,675,,,,,
6460,675,,,,,
6461,735,,,,,
6462,726,,,,,
6463,705,,,,,
6464,825,,,,,
6465,675,,,,,
6466,630,,,,,
6467,633,,,,,
6468,669,,,,,
6469,642,,,,,
6470,765,,,,,
6471,759,,,,,
6472,813,,,,,
6473,609,,,,,
6474,645,,,,,
6475,669,,,,,
6476,702,,,,,
6477,690,,,,,
6478,669,,,,,
6479,663,,,,,
6480,696,,,,,
6481,675,,,,,
6482,615,,,,,
6483,765,,,,,
6484,669,,,,,
6485,645,,,,,
6486,630,,,,,
6487,702,,,,,
6488,792,,,,,
6489,609,,,,,
6490,645,,,,,
6491,645,,,,,
6492,693,,,,,
6493,603,,,,,
6494,690,,,,,
6495,786,,,,,
6496,645,,,,,
6497,705,,,,,
6498,675,,,,,
6499,696,,,,,
6500,699,,,,,
6501,642,,,,,
6502,609,,,,,
6503,693,,,,,
6504,753,,,,,
6505,849,,,,,
6506,705,,,,,
6507,813,,,,,
6508,759,,,,,
6509,603,,,,,
6510,603,,,,,
6511,615,,,,,
6512,636,,,,,
6513,609,,,,,
6514,759,,,,,
6515,696,,,,,
6516,732,,,,,
6517,816,,,,,
6518,720,,,,,
6519,645,,,,,
6520,645,,,,,
6521,690,,,,,
6522,690,,,,,
6523,660,,,,,
6524,759,,,,,
6525,633,,,,,
6526,702,,,,,
6527,702,,,,,
6528,699,,,,,
6529,630,,,,,
6530,600,,,,,
6531,705,,,,,
6532,612,,,,,
6533,669,,,,,
6534,675,,,,,
6535,765,,,,,
6536,702,,,,,
6537,765,,,,,
6538,663,,,,,
6539,690,,,,,
6540,750,,,,,
6541,600,,,,,
6542,810,,,,,
6543,705,,,,,
6544,675,,,,,
6545,663,,,,,
6546,600,,,,,
6547,705,,,,,
6548,672,,,,,
6549,756,,,,,
6550,603,,,,,
6551,669,,,,,
6552,600,,,,,
6553,759,,,,,
6554,675,,,,,
6555,699,,,,,
6556,672,,,,,
6557,810,,,,,
6558,645,,,,,
6559,690,,,,,
6560,669,,,,,
6561,630,,,,,
6562,663,,,,,
6563,732,,,,,
6564,675,,,,,
6565,765,,,,,
6566,615,,,,,
6567,603,,,,,
6568,723,,,,,
6569,603,,,,,
6570,669,,,,,
6571,705,,,,,
6572,603,,,,,
6573,603,,,,,
6574,693,,,,,
6575,666,,,,,
6576,732,,,,,
6577,660,,,,,
6578,690,,,,,
6579,612,,,,,
6580,699,,,,,
6581,636,,,,,
6582,702,,,,,
6583,735,,,,,
6584,732,,,,,
6585,633,,,,,
6586,735,,,,,
6587,675,,,,,
6588,690,,,,,
6589,765,,,,,
6590,723,,,,,
6591,699,,,,,
6592,663,,,,,
6593,639,,,,,
6594,669,,,,,
6595,600,,,,,
6596,699,,,,,
6597,600,,,,,
6598,615,,,,,
6599,600,,,,,
6600,663,,,,,
6601,603,,,,,
6602,669,,,,,
6603,615,,,,,
6604,690,,,,,
6605,696,,,,,
6606,663,,,,,
6607,663,,,,,
6608,753,,,,,
6609,663,,,,,
6610,693,,,,,
6611,639,,,,,
6612,789,,,,,
6613,636,,,,,
6614,693,,,,,
6615,735,,,,,
6616,825,,,,,
6617,612,,,,,
6618,669,,,,,
6619,633,,,,,
6620,762,,,,,
6621,765,,,,,
6622,720,,,,,
6623,609,,,,,
6624,735,,,,,
6625,630,,,,,
6626,609,,,,,
6627,630,,,,,
6628,672,,,,,
6629,660,,,,,
6630,609,,,,,
6631,792,,,,,
6632,630,,,,,
6633,645,,,,,
6634,600,,,,,
6635,699,,,,,
6636,795,,,,,
6637,693,,,,,
6638,633,,,,,
6639,606,,,,,
6640,822,,,,,
6641,732,,,,,
6642,675,,,,,
6643,810,,,,,
6644,672,,,,,
6645,753,,,,,
6646,720,,,,,
6647,612,,,,,
6648,795,,,,,
6649,672,,,,,
6650,750,,,,,
6651,762,,,,,
6652,732,,,,,
6653,675,,,,,
6654,609,,,,,
6655,615,,,,,
6656,630,,,,,
6657,750,,,,,
6658,882,,,,,
6659,690,,,,,
6660,645,,,,,
6661,600,,,,,
6662,675,,,,,
6663,600,,,,,
6664,666,,,,,
6665,825,,,,,
6666,729,,,,,
6667,705,,,,,
6668,639,,,,,
6669,603,,,,,
6670,600,,,,,
6671,723,,,,,
6672,792,,,,,
6673,660,,,,,
6674,705,,,,,
6675,636,,,,,
6676,606,,,,,
6677,795,,,,,
6678,612,,,,,
6679,609,,,,,
6680,639,,,,,
6681,765,,,,,
6682,735,,,,,
6683,630,,,,,
6684,600,,,,,
6685,633,,,,,
6686,693,,,,,
6687,600,,,,,
6688,723,,,,,
6689,732,,,,,
6690,672,,,,,
6691,669,,,,,
6692,636,,,,,
6693,615,,,,,
6694,660,,,,,
6695,720,,,,,
6696,633,,,,,
6697,612,,,,,
6698,735,,,,,
6699,765,,,,,
6700,612,,,,,
6701,612,,,,,
6702,705,,,,,
6703,699,,,,,
6704,609,,,,,
6705,735,,,,,
6706,732,,,,,
6707,663,,,,,
6708,675,,,,,
6709,639,,,,,
6710,645,,,,,
6711,732,,,,,
6712,633,,,,,
6713,642,,,,,
6714,693,,,,,
6715,639,,,,,
6716,753,,,,,
6717,630,,,,,
6718,612,,,,,
6719,675,,,,,
6720,735,,,,,
6721,666,,,,,
6722,609,,,,,
6723,669,,,,,
6724,663,,,,,
6725,885,,,,,
6726,735,,,,,
6727,636,,,,,
6728,669,,,,,
6729,750,,,,,
6730,672,,,,,
6731,603,,,,,
6732,600,,,,,
6733,723,,,,,
6734,729,,,,,
6735,819,,,,,
6736,783,,,,,
6737,885,,,,,
6738,675,,,,,
6739,600,,,,,
6740,660,,,,,
6741,735,,,,,
6742,792,,,,,
6743,792,,,,,
6744,666,,,,,
6745,750,,,,,
6746,735,,,,,
6747,609,,,,,
6748,669,,,,,
6749,750,,,,,
6750,603,,,,,
6751,693,,,,,
6752,660,,,,,
6753,699,,,,,
6754,660,,,,,
6755,636,,,,,
6756,615,,,,,
6757,615,,,,,
6758,882,,,,,
6759,702,,,,,
6760,726,,,,,
6761,759,,,,,
6762,705,,,,,
6763,723,,,,,
6764,795,,,,,
6765,672,,,,,
6766,780,,,,,
6767,609,,,,,
6768,660,,,,,
6769,669,,,,,
6770,603,,,,,
6771,669,,,,,
6772,732,,,,,
6773,669,,,,,
6774,672,,,,,
6775,600,,,,,
6776,699,,,,,
6777,609,,,,,
6778,636,,,,,
6779,612,,,,,
6780,699,,,,,
6781,660,,,,,
6782,789,,,,,
6783,729,,,,,
6784,753,,,,,
6785,600,,,,,
6786,630,,,,,
6787,699,,,,,
6788,705,,,,,
6789,795,,,,,
6790,615,,,,,
6791,690,,,,,
6792,663,,,,,
6793,735,,,,,
6794,705,,,,,
6795,609,,,,,
6796,642,,,,,
6797,669,,,,,
6798,606,,,,,
6799,735,,,,,
6800,603,,,,,
6801,600,,,,,
6802,669,,,,,
6803,735,,,,,
6804,645,,,,,
6805,729,,,,,
6806,639,,,,,
6807,645,,,,,
6808,705,,,,,
6809,822,,,,,
6810,789,,,,,
6811,699,,,,,
6812,600,,,,,
6813,699,,,,,
6814,765,,,,,
6815,639,,,,,
6816,663,,,,,
6817,705,,,,,
6818,795,,,,,
6819,690,,,,,
6820,705,,,,,
6821,666,,,,,
6822,609,,,,,
6823,699,,,,,
6824,633,,,,,
6825,603,,,,,
6826,606,,,,,
6827,780,,,,,
6828,645,,,,,
6829,600,,,,,
6830,669,,,,,
6831,672,,,,,
6832,669,,,,,
6833,609,,,,,
6834,609,,,,,
6835,786,,,,,
6836,705,,,,,
6837,705,,,,,
6838,660,,,,,
6839,783,,,,,
6840,633,,,,,
6841,636,,,,,
6842,699,,,,,
6843,642,,,,,
6844,639,,,,,
6845,609,,,,,
6846,642,,,,,
6847,660,,,,,
6848,603,,,,,
6849,660,,,,,
6850,759,,,,,
6851,753,,,,,
6852,639,,,,,
6853,642,,,,,
6854,600,,,,,
6855,672,,,,,
6856,609,,,,,
6857,663,,,,,
6858,765,,,,,
6859,690,,,,,
6860,639,,,,,
6861,609,,,,,
6862,606,,,,,
6863,609,,,,,
6864,612,,,,,
6865,663,,,,,
6866,723,,,,,
6867,702,,,,,
6868,792,,,,,
6869,729,,,,,
6870,795,,,,,
6871,765,,,,,
6872,645,,,,,
6873,669,,,,,
6874,732,,,,,
6875,669,,,,,
6876,633,,,,,
6877,702,,,,,
6878,675,,,,,
6879,615,,,,,
6880,663,,,,,
6881,735,,,,,
6882,672,,,,,
6883,750,,,,,
6884,789,,,,,
6885,822,,,,,
6886,645,,,,,
6887,735,,,,,
6888,642,,,,,
6889,726,,,,,
6890,642,,,,,
6891,675,,,,,
6892,630,,,,,
6893,720,,,,,
6894,606,,,,,
6895,669,,,,,
6896,639,,,,,
6897,669,,,,,
6898,615,,,,,
6899,672,,,,,
6900,633,,,,,
6901,639,,,,,
6902,642,,,,,
6903,636,,,,,
6904,642,,,,,
6905,759,,,,,
6906,663,,,,,
6907,690,,,,,
6908,735,,,,,
6909,729,,,,,
6910,852,,,,,
6911,645,,,,,
6912,729,,,,,
6913,636,,,,,
6914,660,,,,,
6915,666,,,,,
6916,660,,,,,
6917,642,,,,,
6918,606,,,,,
6919,675,,,,,
6920,609,,,,,
6921,642,,,,,
6922,600,,,,,
6923,675,,,,,
6924,642,,,,,
6925,606,,,,,
6926,633,,,,,
6927,630,,,,,
6928,693,,,,,
6929,603,,,,,
6930,669,,,,,
6931,852,,,,,
6932,636,,,,,
6933,603,,,,,
6934,765,,,,,
6935,612,,,,,
6936,609,,,,,
6937,690,,,,,
6938,705,,,,,
6939,636,,,,,
6940,645,,,,,
6941,735,,,,,
6942,645,,,,,
6943,660,,,,,
6944,699,,,,,
6945,705,,,,,
6946,609,,,,,
6947,606,,,,,
6948,600,,,,,
6949,600,,,,,
6950,645,,,,,
6951,600,,,,,
6952,600,,,,,
6953,693,,,,,
6954,732,,,,,
6955,630,,,,,
6956,600,,,,,
6957,669,,,,,
6958,705,,,,,
6959,639,,,,,
6960,600,,,,,
6961,732,,,,,
6962,699,,,,,
6963,666,,,,,
6964,615,,,,,
6965,846,,,,,
6966,726,,,,,
6967,675,,,,,
6968,675,,,,,
6969,645,,,,,
6970,750,,,,,
6971,603,,,,,
6972,639,,,,,
6973,633,,,,,
6974,720,,,,,
6975,696,,,,,
6976,675,,,,,
6977,693,,,,,
6978,690,,,,,
6979,630,,,,,
6980,663,,,,,
6981,633,,,,,
6982,693,,,,,
6983,693,,,,,
6984,606,,,,,
6985,615,,,,,
6986,843,,,,,
6987,765,,,,,
6988,642,,,,,
6989,765,,,,,
6990,645,,,,,
6991,762,,,,,
6992,813,,,,,
6993,639,,,,,
6994,642,,,,,
6995,669,,,,,
6996,693,,,,,
6997,606,,,,,
6998,720,,,,,
6999,660,,,,,
7000,609,,,,,
7001,663,,,,,
7002,675,,,,,
7003,606,,,,,
7004,609,,,,,
7005,729,,,,,
7006,723,,,,,
7007,615,,,,,
7008,750,,,,,
7009,672,,,,,
7010,750,,,,,
7011,669,,,,,
7012,609,,,,,
7013,735,,,,,
7014,696,,,,,
7015,672,,,,,
7016,750,,,,,
7017,825,,,,,
7018,600,,,,,
7019,660,,,,,
7020,882,,,,,
7021,606,,,,,
7022,672,,,,,
7023,603,,,,,
7024,819,,,,,
7025,693,,,,,
7026,630,,,,,
7027,615,,,,,
7028,759,,,,,
7029,666,,,,,
7030,693,,,,,
7031,795,,,,,
7032,672,,,,,
7033,612,,,,,
7034,675,,,,,
7035,639,,,,,
7036,762,,,,,
7037,615,,,,,
7038,603,,,,,
7039,765,,,,,
7040,663,,,,,
7041,759,,,,,
7042,675,,,,,
7043,645,,,,,
7044,693,,,,,
7045,645,,,,,
7046,609,,,,,
7047,645,,,,,
7048,696,,,,,
7049,669,,,,,
7050,645,,,,,
7051,762,,,,,
7052,603,,,,,
7053,609,,,,,
7054,822,,,,,
7055,642,,,,,
7056,732,,,,,
7057,663,,,,,
7058,726,,,,,
7059,723,,,,,
7060,669,,,,,
7061,765,,,,,
7062,639,,,,,
7063,600,,,,,
7064,630,,,,,
7065,639,,,,,
7066,669,,,,,
7067,786,,,,,
7068,843,,,,,
7069,660,,,,,
7070,750,,,,,
7071,615,,,,,
7072,672,,,,,
7073,669,,,,,
7074,630,,,,,
7075,666,,,,,
7076,615,,,,,
7077,633,,,,,
7078,615,,,,,
7079,609,,,,,
7080,630,,,,,
7081,735,,,,,
7082,600,,,,,
7083,645,,,,,
7084,732,,,,,
7085,630,,,,,
7086,645,,,,,
7087,612,,,,,
7088,723,,,,,
7089,600,,,,,
7090,729,,,,,
