,dpn,calf_bw,pw_adg,wa,ww,bega,belg,kirmt,tseday,negative,positive,,,,,
363,7,31.1,0.291793313,11.75,55.1,0,0,1,0,1,0,,,,,
364,6,32.2,0.305451128,12.16,58.2,0,0,1,0,0,1,,,,,
365,5,27.5,0.189528548,12.06,43.5,0,0,1,0,1,0,,,,,
366,9,29,0.293901543,13.61,57,0,0,1,0,1,0,,,,,
367,4,28.4,0.401544402,9.25,54.4,1,0,0,0,1,0,,,,,
368,4,33.4,0.250626566,12.54,55.4,1,0,0,0,1,0,,,,,
369,7,27.1,0.262548263,9.25,44.1,0,1,0,0,1,0,,,,,
370,5,31.5,0.340975897,12.15,60.5,0,0,1,0,1,0,,,,,
371,4,29.4,0.229709035,13.06,50.4,1,0,0,0,1,0,,,,,
372,3,30.3,0.418410042,9.56,58.3,1,0,0,0,1,0,,,,,
373,4,32.4,0.416538106,9.26,59.4,0,1,0,0,1,0,,,,,
374,5,32.5,0.201816347,9.91,46.5,1,0,0,0,1,0,,,,,
375,6,31.2,0.364630811,10.97,59.2,0,0,1,0,1,0,,,,,
376,5,27.5,0.299921073,9.05,46.5,0,0,1,0,1,0,,,,,
377,7,31.1,0.207943439,13.74,51.1,0,0,0,1,1,0,,,,,
378,5,27.5,0.311041991,12.86,55.5,0,1,0,0,1,0,,,,,
379,7,30.1,0.21893815,13.05,50.1,0,0,1,0,1,0,,,,,
380,4,29.4,0.187558612,13.71,47.4,0,1,0,0,1,0,,,,,
381,8,30,0.298136646,11.5,54,0,0,1,0,1,0,,,,,
382,5,31.5,0.287212787,11.44,54.5,1,0,0,0,1,0,,,,,
383,4,29.4,0.320245057,10.26,52.4,0,0,1,0,1,0,,,,,
384,4,28.4,0.398735047,10.39,57.4,0,0,1,0,1,0,,,,,
385,8,33,0.231910946,12.32,53,0,0,0,1,1,0,,,,,
386,4,28.4,0.257766924,10.53,47.4,1,0,0,0,1,0,,,,,
387,7,33.1,0.207039337,10.35,48.1,0,0,0,1,1,0,,,,,
388,6,33.2,0.31779661,9.44,54.2,1,0,0,0,1,0,,,,,
389,6,29.2,0.203857613,9.11,42.2,0,1,0,0,1,0,,,,,
390,6,28.2,0.154607297,13.86,43.2,1,0,0,0,1,0,,,,,
391,6,31.2,0.322444974,10.19,54.2,1,0,0,0,1,0,,,,,
392,6,32.2,0.229709035,13.06,53.2,0,0,1,0,1,0,,,,,
393,6,29.2,0.266265339,12.34,52.2,0,0,1,0,1,0,,,,,
394,3,32.3,0.282738095,9.6,51.3,0,1,0,0,1,0,,,,,
395,3,33.3,0.217706821,13.78,54.3,0,0,1,0,1,0,,,,,
396,6,33.2,0.409062303,9.08,59.2,0,0,1,0,1,0,,,,,
397,9,31,0.219138057,13.69,52,0,0,1,0,1,0,,,,,
398,7,27.1,0.247371676,11.55,47.1,1,0,0,0,0,1,,,,,
399,7,31.1,0.252312868,11.89,52.1,0,1,0,0,1,0,,,,,
400,8,31,0.377492037,12.11,63,0,0,0,1,1,0,,,,,
401,7,32.1,0.200579452,12.82,50.1,0,1,0,0,0,1,,,,,
402,6,33.2,0.330033003,12.12,61.2,0,0,1,0,1,0,,,,,
403,3,27.3,0.310094098,13.36,56.3,1,0,0,0,1,0,,,,,
404,4,27.4,0.215982721,9.26,41.4,0,0,1,0,1,0,,,,,
405,8,28,0.334702571,9.39,50,0,0,1,0,0,1,,,,,
406,6,31.2,0.298540469,12.92,58.2,0,0,1,0,1,0,,,,,
407,4,31.4,0.271798217,13.14,56.4,0,0,1,0,1,0,,,,,
408,5,33.5,0.300339514,10.94,56.5,0,0,1,0,1,0,,,,,
409,6,27.2,0.257493048,13.87,52.2,1,0,0,0,1,0,,,,,
410,8,27,0.227445034,13.19,48,0,0,1,0,1,0,,,,,
411,9,30,0.316848051,10.37,53,0,0,1,0,1,0,,,,,
412,3,28.3,0.272324974,12.59,52.3,0,0,1,0,1,0,,,,,
413,5,27.5,0.228860516,11.86,46.5,0,0,1,0,1,0,,,,,
414,6,32.2,0.347694633,9.45,55.2,0,1,0,0,1,0,,,,,
415,8,31,0.387596899,10.32,59,0,0,1,0,1,0,,,,,
416,3,33.3,0.189288498,12.83,50.3,0,0,1,0,1,0,,,,,
417,4,31.4,0.199553938,12.17,48.4,0,0,1,0,0,1,,,,,
418,5,30.5,0.223602484,11.5,48.5,0,0,1,0,1,0,,,,,
419,9,32,0.386904762,9.6,58,0,0,0,1,1,0,,,,,
420,7,33.1,0.277185501,13.4,59.1,0,0,0,1,1,0,,,,,
421,8,32,0.371862411,9.22,56,0,1,0,0,1,0,,,,,
422,3,31.3,0.156985871,12.74,45.3,0,0,1,0,1,0,,,,,
423,6,33.2,0.187805183,11.41,48.2,0,1,0,0,1,0,,,,,
424,3,30.3,0.308769041,13.88,60.3,0,0,1,0,1,0,,,,,
425,8,27,0.336868372,11.45,54,0,0,0,1,1,0,,,,,
426,8,28,0.170940171,11.7,42,0,0,0,1,1,0,,,,,
427,4,31.4,0.158612668,13.51,46.4,0,0,1,0,1,0,,,,,
428,8,29,0.234693878,14,52,0,1,0,0,1,0,,,,,
429,5,28.5,0.336494341,9.34,50.5,1,0,0,0,1,0,,,,,
430,3,31.3,0.23314964,13.48,53.3,0,0,0,1,1,0,,,,,
431,8,28,0.328587076,9.13,49,1,0,0,0,1,0,,,,,
432,6,31.2,0.269966254,12.7,55.2,0,0,1,0,1,0,,,,,
433,5,31.5,0.185931205,13.83,49.5,0,0,1,0,1,0,,,,,
434,3,33.3,0.241774414,13.59,56.3,0,0,0,1,1,0,,,,,
435,7,32.1,0.301507538,9.95,53.1,0,0,1,0,1,0,,,,,
436,3,32.3,0.349141693,9.82,56.3,0,0,0,1,0,1,,,,,
437,4,32.4,0.249084249,9.75,49.4,1,0,0,0,1,0,,,,,
438,8,30,0.395647873,10.11,58,1,0,0,0,1,0,,,,,
439,4,32.4,0.359472773,10.73,59.4,0,0,1,0,1,0,,,,,
440,8,33,0.257766924,10.53,52,0,1,0,0,1,0,,,,,
441,4,28.4,0.175474814,13.84,45.4,1,0,0,0,1,0,,,,,
442,4,33.4,0.165984287,12.91,48.4,0,0,1,0,1,0,,,,,
443,5,30.5,0.223602484,11.5,48.5,0,1,0,0,1,0,,,,,
444,9,28,0.278035218,10.79,49,0,0,0,1,0,1,,,,,
445,5,30.5,0.371836392,11.91,61.5,0,0,1,0,1,0,,,,,
446,6,33.2,0.380014075,10.15,60.2,0,0,1,0,1,0,,,,,
447,5,28.5,0.229259206,9.97,44.5,0,0,0,1,1,0,,,,,
448,5,31.5,0.217419107,11.17,48.5,0,0,1,0,1,0,,,,,
449,8,28,0.339836375,11.35,55,0,0,0,1,1,0,,,,,
450,7,30.1,0.233516484,10.4,47.1,0,0,0,1,1,0,,,,,
451,7,32.1,0.327353673,10.91,57.1,0,1,0,0,1,0,,,,,
452,6,29.2,0.266814897,12.85,53.2,0,1,0,0,1,0,,,,,
453,5,33.5,0.400678071,9.27,59.5,0,0,1,0,1,0,,,,,
454,3,27.3,0.335976347,10.63,52.3,1,0,0,0,1,0,,,,,
455,9,33,0.301507538,9.95,54,0,1,0,0,1,0,,,,,
456,8,30,0.256752593,13.91,55,0,0,1,0,1,0,,,,,
457,5,32.5,0.285454781,11.01,54.5,1,0,0,0,1,0,,,,,
458,4,33.4,0.304835804,10.31,55.4,1,0,0,0,0,1,,,,,
459,5,30.5,0.404312668,9.54,57.5,0,1,0,0,1,0,,,,,
460,7,27.1,0.298159191,11.02,50.1,0,0,1,0,1,0,,,,,
461,8,27,0.332821301,11.16,53,0,0,0,1,0,1,,,,,
462,4,27.4,0.22656809,11.98,46.4,0,0,1,0,1,0,,,,,
463,4,30.4,0.335527165,11.07,56.4,1,0,0,0,1,0,,,,,
464,8,31,0.180679354,11.86,46,0,0,0,1,1,0,,,,,
465,9,27,0.251509054,11.36,47,0,1,0,0,1,0,,,,,
466,6,33.2,0.3489812,12.69,64.2,0,0,0,1,1,0,,,,,
467,4,32.4,0.302343159,11.34,56.4,0,0,1,0,1,0,,,,,
468,5,29.5,0.192357015,11.14,44.5,0,0,1,0,1,0,,,,,
469,6,28.2,0.257522364,10.54,47.2,0,0,1,0,1,0,,,,,
470,9,32,0.29178338,12.24,57,1,0,0,0,1,0,,,,,
471,6,30.2,0.249314385,11.46,50.2,1,0,0,0,1,0,,,,,
472,8,30,0.316405632,9.03,50,1,0,0,0,1,0,,,,,
473,9,29,0.246529129,11.01,48,0,1,0,0,1,0,,,,,
474,3,29.3,0.300995601,12.34,55.3,0,0,1,0,1,0,,,,,
475,7,28.1,0.226398008,12.62,48.1,0,0,1,0,0,1,,,,,
476,7,30.1,0.367430923,9.72,55.1,0,0,0,1,1,0,,,,,
477,6,33.2,0.238758456,10.77,51.2,1,0,0,0,1,0,,,,,
478,3,33.3,0.232288037,12.3,53.3,0,0,1,0,0,1,,,,,
479,9,27,0.329388801,11.71,54,0,0,0,1,1,0,,,,,
480,9,33,0.433324015,10.22,64,1,0,0,0,1,0,,,,,
481,5,29.5,0.349141693,9.82,53.5,1,0,0,0,1,0,,,,,
482,6,29.2,0.422469097,9.13,56.2,0,0,0,1,1,0,,,,,
483,8,33,0.386100386,10.73,62,0,1,0,0,1,0,,,,,
484,5,32.5,0.369330773,9.67,57.5,0,1,0,0,1,0,,,,,
485,7,32.1,0.246806039,9.84,49.1,0,0,0,1,1,0,,,,,
486,5,30.5,0.425781824,9.73,59.5,0,0,0,1,1,0,,,,,
487,7,29.1,0.219106047,13.04,49.1,0,0,1,0,1,0,,,,,
488,5,33.5,0.193195235,13.31,51.5,1,0,0,0,0,1,,,,,
489,5,32.5,0.32615786,13.14,62.5,0,0,0,1,1,0,,,,,
490,4,30.4,0.232666356,12.28,50.4,0,0,0,1,0,1,,,,,
491,9,32,0.264105642,11.9,54,0,0,1,0,1,0,,,,,
492,7,30.1,0.278473963,10.26,50.1,0,0,1,0,1,0,,,,,
493,6,27.2,0.416088766,9.27,54.2,1,0,0,0,1,0,,,,,
494,7,32.1,0.238095238,11.4,51.1,0,1,0,0,1,0,,,,,
495,5,29.5,0.262437243,12.52,52.5,0,1,0,0,1,0,,,,,
496,7,28.1,0.271098538,12.12,51.1,0,1,0,0,1,0,,,,,
497,5,27.5,0.263402541,9.22,44.5,0,0,0,1,1,0,,,,,
498,6,33.2,0.345970881,9.91,57.2,0,1,0,0,1,0,,,,,
499,8,32,0.289358054,13.33,59,1,0,0,0,0,1,,,,,
500,8,31,0.233236152,12.25,51,0,0,1,0,1,0,,,,,
501,8,33,0.261601456,12.56,56,1,0,0,0,1,0,,,,,
502,9,29,0.244390136,12.86,51,0,0,1,0,0,1,,,,,
503,8,31,0.166233766,13.75,47,0,0,1,0,1,0,,,,,
504,6,29.2,0.361833289,10.66,56.2,0,0,1,0,1,0,,,,,
505,4,28.4,0.343347639,11.65,56.4,1,0,0,0,1,0,,,,,
506,8,33,0.33724538,10.59,58,0,0,1,0,1,0,,,,,
507,4,30.4,0.260688217,10.96,50.4,0,1,0,0,1,0,,,,,
508,8,30,0.29154519,11.27,53,0,0,0,1,1,0,,,,,
509,6,31.2,0.398956575,9.31,57.2,0,0,1,0,1,0,,,,,
510,7,27.1,0.319531354,10.73,51.1,0,0,0,1,1,0,,,,,
511,3,30.3,0.165272183,13.83,46.3,0,0,1,0,1,0,,,,,
512,3,32.3,0.245248314,11.65,52.3,1,0,0,0,1,0,,,,,
513,4,33.4,0.343053173,11.66,61.4,0,0,1,0,1,0,,,,,
514,3,33.3,0.148387967,10.59,44.3,0,0,1,0,1,0,,,,,
515,8,31,0.254688585,12.34,53,0,0,1,0,1,0,,,,,
516,9,31,0.193923723,11.05,46,0,0,0,1,1,0,,,,,
517,7,29.1,0.159235669,12.56,43.1,0,0,0,1,1,0,,,,,
518,4,33.4,0.156756192,13.67,48.4,0,1,0,0,1,0,,,,,
519,9,27,0.251730648,9.08,43,0,0,1,0,1,0,,,,,
520,4,32.4,0.341195668,9.63,55.4,1,0,0,0,1,0,,,,,
521,7,33.1,0.354191263,13.31,66.1,0,1,0,0,1,0,,,,,
522,3,28.3,0.400801603,9.98,56.3,0,0,0,1,1,0,,,,,
523,8,32,0.25154596,13.63,56,0,0,1,0,1,0,,,,,
524,8,29,0.210859251,10.84,45,0,0,0,1,1,0,,,,,
525,3,33.3,0.257168574,11.11,53.3,0,0,0,1,1,0,,,,,
526,8,29,0.21353833,13.38,49,1,0,0,0,1,0,,,,,
527,6,33.2,0.33864292,11.39,60.2,0,0,0,1,1,0,,,,,
528,4,32.4,0.300978179,13.29,60.4,0,0,1,0,1,0,,,,,
529,6,28.2,0.258435032,9.95,46.2,0,0,1,0,1,0,,,,,
530,6,33.2,0.420609884,9.51,61.2,0,0,0,1,0,1,,,,,
531,7,30.1,0.205920206,11.1,46.1,1,0,0,0,1,0,,,,,
532,5,29.5,0.234017658,13.43,51.5,0,0,0,1,1,0,,,,,
533,6,32.2,0.219148062,10.43,48.2,0,0,1,0,1,0,,,,,
534,7,33.1,0.245192928,11.07,52.1,0,0,1,0,1,0,,,,,
535,3,27.3,0.263220866,11.94,49.3,0,0,1,0,1,0,,,,,
536,8,31,0.256016385,11.16,51,0,0,1,0,1,0,,,,,
537,4,29.4,0.2866194,9.47,48.4,0,0,1,0,1,0,,,,,
538,6,28.2,0.351731602,10.56,54.2,0,1,0,0,1,0,,,,,
539,4,28.4,0.262561165,11.97,50.4,1,0,0,0,1,0,,,,,
540,3,30.3,0.212111571,13.47,50.3,1,0,0,0,1,0,,,,,
541,5,27.5,0.333728065,13.27,58.5,0,1,0,0,1,0,,,,,
542,4,32.4,0.313345677,10.03,54.4,0,0,1,0,1,0,,,,,
543,9,32,0.27680828,11.87,55,0,0,1,0,1,0,,,,,
544,4,29.4,0.327954873,10.89,54.4,0,0,1,0,1,0,,,,,
545,6,31.2,0.248106555,10.94,50.2,0,0,1,0,1,0,,,,,
546,7,27.1,0.303951368,10.81,50.1,0,0,1,0,1,0,,,,,
547,5,30.5,0.230806608,11.76,49.5,0,0,0,1,1,0,,,,,
548,6,29.2,0.218102508,11.79,47.2,0,1,0,0,1,0,,,,,
549,9,28,0.323397075,10.16,51,1,0,0,0,1,0,,,,,
550,8,32,0.23541073,11.53,51,0,0,1,0,1,0,,,,,
551,6,31.2,0.361464718,9.09,54.2,0,0,0,1,1,0,,,,,
552,9,29,0.266343826,11.8,51,1,0,0,0,1,0,,,,,
553,7,30.1,0.274725275,9.36,48.1,0,0,1,0,1,0,,,,,
554,5,33.5,0.309997417,11.06,57.5,1,0,0,0,1,0,,,,,
555,5,29.5,0.371379054,11.54,59.5,0,1,0,0,1,0,,,,,
556,6,31.2,0.35675508,9.21,54.2,0,1,0,0,1,0,,,,,
557,4,31.4,0.273192943,12.55,55.4,0,1,0,0,1,0,,,,,
558,7,28.1,0.212111571,13.47,48.1,0,1,0,0,0,1,,,,,
559,3,30.3,0.284970883,11.53,53.3,1,0,0,0,1,0,,,,,
560,6,32.2,0.313821804,10.47,55.2,0,0,0,1,1,0,,,,,
561,5,28.5,0.214107292,12.01,46.5,0,0,1,0,1,0,,,,,
562,6,28.2,0.25448236,12.35,50.2,0,1,0,0,0,1,,,,,
563,5,27.5,0.286259542,10.48,48.5,0,0,1,0,1,0,,,,,
564,6,33.2,0.303260045,13.19,61.2,0,0,0,1,1,0,,,,,
565,6,33.2,0.134380815,13.82,46.2,1,0,0,0,1,0,,,,,
566,6,33.2,0.310840565,11.03,57.2,0,1,0,0,1,0,,,,,
567,5,33.5,0.286259542,10.48,54.5,0,0,1,0,1,0,,,,,
568,4,31.4,0.320870536,10.24,54.4,0,0,0,1,1,0,,,,,
569,7,27.1,0.318471338,9.42,48.1,1,0,0,0,0,1,,,,,
570,6,33.2,0.167410714,10.24,45.2,1,0,0,0,1,0,,,,,
571,6,30.2,0.234366677,13.41,52.2,0,1,0,0,1,0,,,,,
572,6,30.2,0.237655136,10.82,48.2,0,0,0,1,1,0,,,,,
573,6,31.2,0.288018433,9.92,51.2,0,0,1,0,1,0,,,,,
574,6,27.2,0.237529691,12.63,48.2,1,0,0,0,1,0,,,,,
575,5,29.5,0.269541779,9.01,46.5,0,0,1,0,1,0,,,,,
576,6,27.2,0.298973092,10.99,50.2,0,1,0,0,1,0,,,,,
577,8,33,0.194909424,12.46,50,0,0,1,0,0,1,,,,,
578,4,33.4,0.319744205,12.51,61.4,0,0,1,0,1,0,,,,,
579,3,32.3,0.287562904,13.91,60.3,0,0,1,0,1,0,,,,,
580,3,27.3,0.189058254,12.09,43.3,0,0,1,0,1,0,,,,,
581,8,30,0.327588663,10.03,53,0,0,0,1,0,1,,,,,
582,4,29.4,0.205878989,12.49,47.4,0,0,1,0,1,0,,,,,
583,5,33.5,0.160633969,13.34,48.5,0,0,1,0,0,1,,,,,
584,5,28.5,0.197863079,10.83,43.5,0,0,1,0,1,0,,,,,
585,8,33,0.214592275,9.32,47,0,0,1,0,1,0,,,,,
586,9,31,0.240963855,12.45,52,0,0,0,1,1,0,,,,,
587,6,27.2,0.234962406,9.12,42.2,0,0,1,0,1,0,,,,,
588,7,33.1,0.287873336,11.91,57.1,0,0,1,0,1,0,,,,,
589,6,33.2,0.306983883,13.03,61.2,0,0,0,1,1,0,,,,,
590,4,28.4,0.29538131,10.64,50.4,0,1,0,0,1,0,,,,,
591,4,29.4,0.24871755,9.19,45.4,0,0,1,0,1,0,,,,,
592,4,27.4,0.197897341,11.55,43.4,1,0,0,0,1,0,,,,,
593,6,32.2,0.282885431,13.13,58.2,0,0,0,1,1,0,,,,,
594,5,31.5,0.324675325,9.24,52.5,0,0,0,1,1,0,,,,,
595,6,30.2,0.174882501,13.07,46.2,1,0,0,0,1,0,,,,,
596,8,27,0.253807107,11.82,48,1,0,0,0,1,0,,,,,
597,7,32.1,0.2281658,11.27,50.1,0,1,0,0,1,0,,,,,
598,7,29.1,0.324005891,9.7,51.1,0,0,1,0,1,0,,,,,
599,9,28,0.427807487,9.35,56,0,0,1,0,0,1,,,,,
600,5,32.5,0.331455088,12.93,62.5,0,0,1,0,1,0,,,,,
601,5,32.5,0.245881485,11.62,52.5,0,0,0,1,1,0,,,,,
602,8,30,0.216632567,11.87,48,1,0,0,0,1,0,,,,,
603,7,27.1,0.362358625,13.01,60.1,0,0,0,1,1,0,,,,,
604,5,27.5,0.139146568,10.78,38,0,0,0,1,1,0,,,,,
605,9,29,0.275520044,10.37,49,1,0,0,0,1,0,,,,,
606,6,28.2,0.25974026,11.55,49.2,0,0,1,0,1,0,,,,,
607,6,32.2,0.264550265,9.18,49.2,0,0,0,1,1,0,,,,,
608,4,28.4,0.27739251,9.27,46.4,0,0,0,1,1,0,,,,,
609,9,30,0.254345061,10.11,48,0,0,1,0,1,0,,,,,
610,7,31.1,0.320020481,11.16,56.1,0,0,0,1,1,0,,,,,
611,7,29.1,0.267463814,9.08,46.1,0,1,0,0,1,0,,,,,
612,7,33.1,0.26869682,12.76,57.1,0,1,0,0,1,0,,,,,
613,8,29,0.237107291,9.64,45,0,0,1,0,1,0,,,,,
614,5,33.5,0.22539444,13.31,54.5,1,0,0,0,1,0,,,,,
615,8,27,0.33903529,9.27,49,0,0,1,0,1,0,,,,,
616,7,30.1,0.24556908,13.38,53.1,0,0,1,0,1,0,,,,,
617,7,31.1,0.278035218,10.79,52.1,0,0,1,0,1,0,,,,,
618,5,28.5,0.404181185,10.25,57.5,0,0,0,1,1,0,,,,,
619,4,31.4,0.171086399,11.69,45.4,0,0,0,1,1,0,,,,,
620,7,29.1,0.27100271,11.07,50.1,0,1,0,0,1,0,,,,,
621,5,29.5,0.276566323,13.43,55.5,1,0,0,0,1,0,,,,,
622,3,33.3,0.219148062,10.43,49.3,0,1,0,0,1,0,,,,,
623,4,28.4,0.124815613,12.59,39.4,0,0,1,0,1,0,,,,,
624,6,30.2,0.270973336,13.18,55.2,0,1,0,0,1,0,,,,,
625,7,27.1,0.18018018,11.1,41.1,0,0,1,0,1,0,,,,,
626,4,27.4,0.349695635,11.03,54.4,1,0,0,0,1,0,,,,,
627,3,29.3,0.248447205,10.35,47.3,1,0,0,0,1,0,,,,,
628,8,30,0.299034933,10.51,52,0,0,1,0,1,0,,,,,
629,5,33.5,0.282186949,12.15,57.5,1,0,0,0,0,1,,,,,
630,5,33.5,0.225801596,9.49,48.5,0,1,0,0,0,1,,,,,
631,7,32.1,0.204731574,12.56,50.1,0,0,1,0,1,0,,,,,
632,7,28.1,0.350569676,9.78,52.1,0,0,1,0,1,0,,,,,
633,5,29.5,0.296703297,13,56.5,0,0,1,0,0,1,,,,,
634,5,30.5,0.340504566,9.23,52.5,0,1,0,0,0,1,,,,,
635,4,30.4,0.30058535,9.03,49.4,0,0,1,0,1,0,,,,,
636,8,32,0.38736941,12.17,65,0,0,0,1,1,0,,,,,
637,6,28.2,0.232919255,12.88,49.2,1,0,0,0,1,0,,,,,
638,6,32.2,0.261589885,9.83,50.2,0,1,0,0,1,0,,,,,
639,4,32.4,0.205254516,10.44,47.4,0,0,1,0,1,0,,,,,
640,6,28.2,0.256306489,10.59,47.2,0,0,1,0,1,0,,,,,
641,7,30.1,0.256437654,13.37,54.1,1,0,0,0,1,0,,,,,
642,6,31.2,0.334168755,11.97,59.2,1,0,0,0,1,0,,,,,
643,6,28.2,0.313852814,13.2,57.2,0,0,0,1,1,0,,,,,
644,3,32.3,0.283032921,9.59,51.3,0,1,0,0,1,0,,,,,
645,9,32,0.235478807,12.74,53,0,1,0,0,1,0,,,,,
646,7,29.1,0.306122449,12.6,56.1,0,1,0,0,1,0,,,,,
647,7,30.1,0.322913976,11.06,55.1,0,0,1,0,1,0,,,,,
648,5,32.5,0.198609732,10.07,46.5,0,0,0,1,1,0,,,,,
649,6,30.2,0.190815418,11.23,45.2,0,1,0,0,1,0,,,,,
650,9,32,0.278896808,9.22,50,0,0,0,1,1,0,,,,,
651,6,31.2,0.307821464,10.21,53.2,0,1,0,0,1,0,,,,,
652,5,32.5,0.150254276,12.36,45.5,0,0,0,1,0,1,,,,,
653,5,29.5,0.410183876,10.1,58.5,0,0,0,1,1,0,,,,,
654,8,33,0.285714286,9.5,52,0,1,0,0,1,0,,,,,
655,7,27.1,0.277777778,10.8,48.1,0,0,1,0,1,0,,,,,
656,3,31.3,0.290275762,13.78,59.3,0,1,0,0,1,0,,,,,
657,6,33.2,0.320020481,11.16,58.2,0,1,0,0,1,0,,,,,
658,7,31.1,0.178309209,13.62,48.1,0,0,0,1,1,0,,,,,
659,5,28.5,0.226073851,13.27,49.5,0,0,1,0,1,0,,,,,
660,9,31,0.317139974,9.91,53,0,0,1,0,0,1,,,,,
661,4,29.4,0.247202706,10.98,48.4,0,0,1,0,1,0,,,,,
662,5,32.5,0.363408521,11.4,61.5,0,1,0,0,1,0,,,,,
663,5,29.5,0.328407225,13.92,61.5,0,0,0,1,1,0,,,,,
664,8,32,0.20733983,13.78,52,0,0,1,0,1,0,,,,,
665,4,28.4,0.145089286,12.8,41.4,0,0,0,1,1,0,,,,,
666,4,28.4,0.206640033,10.37,43.4,0,0,1,0,1,0,,,,,
667,9,27,0.249968754,11.43,47,0,0,1,0,1,0,,,,,
668,8,29,0.185729763,9.23,41,0,0,0,1,1,0,,,,,
669,5,28.5,0.274006726,11.47,50.5,0,1,0,0,1,0,,,,,
670,8,33,0.280993593,12.71,58,0,1,0,0,1,0,,,,,
671,7,28.1,0.305070482,13.58,57.1,1,0,0,0,1,0,,,,,
672,5,32.5,0.312940072,9.13,52.5,1,0,0,0,1,0,,,,,
673,8,33,0.188936706,13.61,51,1,0,0,0,1,0,,,,,
674,3,31.3,0.182982617,10.93,45.3,0,1,0,0,1,0,,,,,
675,3,27.3,0.276274894,12.41,51.3,0,0,1,0,1,0,,,,,
676,8,30,0.294072125,9.23,49,0,1,0,0,1,0,,,,,
677,4,32.4,0.307219662,13.95,62.4,0,0,1,0,1,0,,,,,
678,3,27.3,0.22121318,12.27,46.3,1,0,0,0,1,0,,,,,
679,5,28.5,0.222441918,11.56,46.5,1,0,0,0,1,0,,,,,
680,4,29.4,0.271115746,13.7,55.4,0,1,0,0,1,0,,,,,
681,8,32,0.243632337,12.9,54,1,0,0,0,1,0,,,,,
682,6,32.2,0.239000543,13.15,54.2,0,1,0,0,1,0,,,,,
683,5,32.5,0.225861095,10.12,48.5,0,1,0,0,1,0,,,,,
684,8,30,0.326287417,10.07,53,1,0,0,0,1,0,,,,,
685,9,33,0.158027813,13.56,48,1,0,0,0,1,0,,,,,
686,5,31.5,0.181838845,12.57,47.5,1,0,0,0,1,0,,,,,
687,7,28.1,0.313111546,10.95,52.1,0,0,1,0,1,0,,,,,
688,5,29.5,0.246517934,11.59,49.5,0,0,1,0,1,0,,,,,
689,5,29.5,0.293255132,10.23,50.5,0,0,1,0,1,0,,,,,
690,6,28.2,0.181118406,12.62,44.2,0,1,0,0,1,0,,,,,
691,8,31,0.25682183,13.35,55,0,0,1,0,1,0,,,,,
692,8,33,0.367211561,12.06,64,0,1,0,0,1,0,,,,,
693,4,32.4,0.265041081,10.78,52.4,1,0,0,0,1,0,,,,,
694,8,30,0.245558284,9.89,47,0,0,0,1,1,0,,,,,
695,7,32.1,0.191853601,9.68,45.1,0,0,1,0,1,0,,,,,
696,9,28,0.231816865,9.86,44,1,0,0,0,1,0,,,,,
697,4,27.4,0.21629416,13.87,48.4,0,0,1,0,1,0,,,,,
698,6,29.2,0.259033804,11.03,49.2,0,0,1,0,1,0,,,,,
699,7,27.1,0.328407225,9.57,49.1,0,0,1,0,1,0,,,,,
700,9,33,0.323362975,12.37,61,1,0,0,0,1,0,,,,,
701,9,29,0.236702868,10.26,46,0,0,1,0,1,0,,,,,
702,6,28.2,0.267300267,9.62,46.2,0,0,1,0,1,0,,,,,
703,5,29.5,0.262605042,10.88,49.5,1,0,0,0,1,0,,,,,
704,7,33.1,0.194033471,11.78,49.1,0,0,1,0,1,0,,,,,
705,4,27.4,0.304621849,13.6,56.4,0,1,0,0,1,0,,,,,
706,9,31,0.246103363,12.19,52,1,0,0,0,1,0,,,,,
707,8,32,0.250382529,10.27,50,0,0,1,0,1,0,,,,,
708,7,29.1,0.16404648,10.45,41.1,1,0,0,0,1,0,,,,,
709,6,33.2,0.261058738,9.85,51.2,0,0,0,1,1,0,,,,,
710,7,29.1,0.294915654,12.11,54.1,0,0,0,1,1,0,,,,,
711,8,28,0.356095517,13.64,62,0,0,0,1,1,0,,,,,
712,5,31.5,0.196010608,12.39,48.5,1,0,0,0,1,0,,,,,
713,9,29,0.147979511,12.55,42,1,0,0,0,1,0,,,,,
714,5,30.5,0.376841384,12.51,63.5,1,0,0,0,1,0,,,,,
715,7,33.1,0.274725275,9.36,51.1,0,0,1,0,1,0,,,,,
716,8,31,0.361862807,9.08,54,0,0,0,1,1,0,,,,,
717,9,33,0.149365198,13.39,47,0,0,1,0,1,0,,,,,
718,9,33,0.344611529,9.12,55,1,0,0,0,1,0,,,,,
719,6,30.2,0.267022697,13.91,56.2,0,1,0,0,1,0,,,,,
720,7,29.1,0.216655383,10.55,45.1,0,0,1,0,1,0,,,,,
721,6,28.2,0.285926083,13.49,55.2,0,0,1,0,1,0,,,,,
722,4,27.4,0.251256281,11.94,48.4,0,0,0,1,1,0,,,,,
723,8,32,0.165984287,12.91,47,1,0,0,0,1,0,,,,,
724,6,33.2,0.259330251,12.67,56.2,0,0,1,0,1,0,,,,,
725,3,33.3,0.278745645,10.25,53.3,0,1,0,0,1,0,,,,,
726,4,32.4,0.297833008,13.91,61.4,1,0,0,0,1,0,,,,,
727,4,31.4,0.247079964,12.72,53.4,0,0,0,1,1,0,,,,,
728,8,30,0.344989807,9.11,52,0,0,1,0,1,0,,,,,
729,8,28,0.199600798,10.02,42,1,0,0,0,1,0,,,,,
